BaseAccession,GeneSymbolAudit,ProteinNameAudit,ReviewedStatus,GeneSymbolAuditSource,AnnotationMappingSource,In_normal_tissue,In_cancer_tissue,In_cancer_cells,In_normal_cells,Region
H7C469,[no gene symbol in UniProt/source],Cathepsin D (EC 3.4.23.5),non-reviewed,UniProt protein name only; no gene symbol in UniProt/source,UniProtKB Homo sapiens non-reviewed protein name only; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C487,OSBPL10,Oxysterol-binding protein,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C488,LZTFL1,Leucine zipper transcription factor-like protein 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C4A3,TFPI2,Tissue factor pathway inhibitor 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,TRUE,FALSE,normal_tissue_and_cancer_cells_only
H7C4C3,AP2M1,AP-2 complex subunit mu (AP-2 mu chain) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Plasma membrane adaptor AP-2 50 kDa protein),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C4E5,COX17,Cytochrome c oxidase copper chaperone,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C4G0,RFK,riboflavin kinase (EC 2.7.1.26),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
H7C4G6,IVD,short-chain acyl-CoA dehydrogenase (EC 1.3.8.1) (Butyryl-CoA dehydrogenase),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C4H2,SRPRB,Signal recognition particle receptor subunit beta,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C4M9,UBE2H,Ubiquitin-conjugating enzyme E2 H (EC 2.3.2.23) (EC 2.3.2.24) ((E3-independent) E2 ubiquitin-conjugating enzyme H) (E2 ubiquitin-conjugating enzyme H) (Ubiquitin carrier protein H) (Ubiquitin-conjugating enzyme E2-20K) (Ubiquitin-protein ligase H),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C4P8,UBN2,Ubinuclein 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C4T5,MBNL1,Muscleblind like splicing regulator 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C4V2,U2SURP,U2 snRNP associated SURP domain containing,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C4X9,ZMYND8,Zinc finger MYND-type containing 8,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
H7C519,NT5DC2,5'-nucleotidase domain containing 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,TRUE,FALSE,normal_tissue_and_cancer_cells_only
H7C525,MIX23,Mitochondrial matrix import factor 23,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C543,ALCAM,CD166 antigen (Activated leukocyte cell adhesion molecule),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C547,ATP1B3,ATPase Na+/K+ transporting subunit beta 3,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C559,PPP4R2,Protein phosphatase 4 regulatory subunit 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C561,SF1,Splicing factor 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
H7C562,SLC33A1,Solute carrier family 33 member 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C571,VGLL3,Vestigial like family member 3,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,FALSE,TRUE,normal_cells_only
H7C579,NIT2,Omega-amidase NIT2 (EC 3.5.1.3) (Nitrilase homolog 2),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C585,FXN,"Frataxin, mitochondrial;Frataxin intermediate form;Frataxin(56-210);Frataxin(78-210);Frataxin mature form",source-only,Original reference-proteome table; audit only,Original reference-proteome table; audit only; UniProt ID not matched in 2026-08-06 snapshot,FALSE,FALSE,FALSE,TRUE,normal_cells_only
H7C5A0,RFC2,Replication factor C subunit 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5A5,STIM2,Stromal interaction molecule 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
H7C5E2,BCAP29,B-cell receptor-associated protein (BCR-associated protein),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
H7C5F2,MRPS22,Mitochondrial ribosomal protein S22,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5F5,DHX36,RNA helicase (EC 3.6.4.13),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5G4,RFC2,Replication factor C subunit 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5H3,MRPS22,Mitochondrial ribosomal protein S22,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5H6,ARL6,ARF like GTPase 6,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,FALSE,TRUE,normal_cells_only
H7C5K2,STIM2,Stromal interaction molecule 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
H7C5M1,RBM34,RNA binding motif protein 34,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5N2,TAGLN3,Transgelin 3,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5N5,CP,ferroxidase (EC 1.16.3.1),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
H7C5P1,RFC2,Replication factor C subunit 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5Q0,RSRC1,Arginine and serine rich coiled-coil 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,FALSE,TRUE,normal_cells_only
H7C5Q2,ACOT9,Acyl-CoA thioesterase 9,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5Q7,RFC2,Replication factor C subunit 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5S0,ACTL6A,Actin like 6A,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5S6,LRWD1,Leucine rich repeats and WD repeat domain containing 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5S7,RFC2,Replication factor C subunit 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C5W9,ATP2A2,P-type Ca(2+) transporter (EC 7.2.2.10),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H7C835,FBXL17,F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,FALSE,TRUE,normal_cells_only
H9E7F7,COX2;COII;MT-CO2,Cytochrome c oxidase subunit 2,source-only,Original reference-proteome table; audit only,Original reference-proteome table; audit only; UniProt ID not matched in 2026-08-06 snapshot,FALSE,FALSE,FALSE,TRUE,normal_cells_only
H9KV28,[unmapped],[unmapped],unmapped,No matching human UniProt annotation; audit only,No matching human UniProt annotation; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H9KV31,NCAM2,Neural cell adhesion molecule 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
H9KV32,CD200R1,CD200 receptor 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H9KV45,UBE2D3,E2 ubiquitin-conjugating enzyme (EC 2.3.2.23),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H9KV48,SERPING1,Plasma protease C1 inhibitor (C1 esterase inhibitor) (C1-inhibiting factor) (Serpin G1),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
H9KV75,ACTN1,F-actin cross-linking protein,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H9KV91,AKT1S1,AKT1 substrate 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
H9KVD1,FYTTD1,UAP56-interacting factor (Forty-two-three domain-containing protein 1),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,FALSE,TRUE,normal_cells_only
H9NIM2,NR2C1,"Nuclear receptor subfamily 2, group C, member 1, isoform CRA_c (Testicular nuclear receptor 2 variant 1)",non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
H9ZYJ2,TXN,Thioredoxin,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
H9ZYJ3,ZNF526,Zinc finger protein 526,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
I1E4Y6,GIGYF2,GRB10 interacting GYF protein 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,TRUE,FALSE,normal_tissue_and_cancer_cells_only
I1SRC5,UBE2L3,UBE2L3/KRAS fusion protein,non-reviewed,Original reference-proteome table; audit only,Original reference-proteome table; audit only; UniProt ID not matched in 2026-08-06 snapshot,FALSE,FALSE,FALSE,TRUE,normal_cells_only
I1W660,DKK1,Dickkopf-like protein 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
I3L0A0,PEDS1-UBE2V1,PEDS1-UBE2V1 readthrough,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,TRUE,FALSE,normal_tissue_and_cancer_cells_only
I3L0A5,SOX5,SRY-box transcription factor 5,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,FALSE,TRUE,normal_cells_only
I3L0E3,MRPS17,"Small ribosomal subunit protein uS17m (28S ribosomal protein S17, mitochondrial)",non-reviewed,Original reference-proteome table; audit only,Original reference-proteome table; audit only; UniProt ID not matched in 2026-08-06 snapshot,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
I3L0H8,DDX19A,RNA helicase (EC 3.6.4.13),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
I3L0K0,DUS2,Dihydrouridine synthase 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L0K2,TXNDC17,Thioredoxin domain-containing protein 17,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L0K6,AKAP1,A-kinase anchoring protein 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L0K7,TRAP1,TNF receptor associated protein 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,TRUE,FALSE,normal_tissue_and_cancer_cells_only
I3L0M4,BAIAP2,BAR/IMD domain containing adaptor protein 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L0M5,DHX33,DEAH-box helicase 33,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L0M9,ELOB,Elongin B,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,TRUE,FALSE,normal_tissue_and_cancer_cells_only
I3L0N3,NSF,Vesicle-fusing ATPase (EC 3.6.4.6),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
I3L0Q0,UBE2G1,Ubiquitin conjugating enzyme E2 G1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,TRUE,cancer_cells_and_normal_cells_only
I3L0R8,DERL2,Derlin,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
I3L0W4,SAT2,Spermidine/spermine N1-acetyltransferase family member 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
I3L113,BAIAP2,BAR/IMD domain containing adaptor protein 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L125,BAIAP2,BAR/IMD domain containing adaptor protein 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L159,HMOX2,heme oxygenase (biliverdin-producing) (EC 1.14.14.18),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,TRUE,FALSE,normal_tissue_and_cancer_cells_only
I3L165,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L192,BSG,Basigin (Ok blood group),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L1C8,BAIAP2,BAR/IMD domain containing adaptor protein 2,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L1D2,MPDU1,Mannose-P-dolichol utilization defect 1,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L1F5,HMOX2,heme oxygenase (biliverdin-producing) (EC 1.14.14.18),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L1G1,TOM1L1,Target of myb1 like 1 membrane trafficking protein,non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,FALSE,FALSE,TRUE,FALSE,cancer_cells_only
I3L1I3,NSMCE1,Non-structural maintenance of chromosomes element 1 homolog (EC 2.3.2.27),non-reviewed,UniProt UniProt primary gene name,UniProtKB Homo sapiens non-reviewed UniProt primary gene name; audit only,TRUE,FALSE,FALSE,FALSE,normal_tissue_only
